cust_id,RFM_Level_Dec_2014,RFM_Level_May_2014,RFM_Level_Dec_2013
271707,Middle,Middle,Top
271712,Middle,Middle,Middle
271714,Top,Top,Top
271716,Top,Top,Top
271717,Top,Top,Top
271718,Middle,Middle,Top
271719,Top,Top,Middle
271721,Middle,Top,Top
271722,Top,Middle,Middle
271726,Top,Top,Middle
271729,Top,Top,Top
271730,Top,Top,Top
271731,Middle,Middle,Middle
271732,Top,Top,Top
271733,Top,Top,Top
271735,Top,Top,Top
271736,Top,Top,Top
271737,Top,Top,Middle
271738,Top,Top,Top
271740,Top,Top,Top
271742,Middle,Low,Middle
271743,Middle,Middle,Middle
271744,Top,Top,Top
271747,Low,Low,Low
271748,Top,Top,Top
271749,Top,Top,Middle
271750,Middle,Middle,Low
271751,Top,Top,Top
271753,Middle,Middle,Middle
271756,Middle,Middle,Middle
271757,Middle,Middle,Middle
271758,Top,Top,Middle
271760,Top,Top,Top
271762,Top,Top,Top
271763,Top,Top,Low
271764,Top,Top,Low
271766,Middle,Middle,Top
271767,Top,Top,Top
271768,Top,Top,Top
271769,Top,Top,Middle
271770,Middle,Middle,Middle
271771,Top,Top,Top
271772,Top,Top,Top
271775,Top,Top,Top
271776,Middle,Middle,Top
271777,Middle,Middle,Top
271778,Top,Top,Top
271781,Middle,Middle,Middle
271784,Top,Top,Top
271787,Top,Top,Top
271788,Top,Top,Top
271789,Top,Top,Top
271790,Top,Top,Top
271791,Top,Top,Top
271793,Top,Top,Top
271794,Top,Top,Top
271797,Middle,Middle,Middle
271799,Top,Top,Top
271803,Middle,Middle,Middle
271805,Middle,Middle,Middle
271806,Top,Middle,Top
271807,Top,Top,Top
271808,Top,Top,Top
271810,Top,Top,Top
271811,Top,Top,Top
271813,Middle,Middle,Middle
271814,Top,Top,Top
271815,Middle,Middle,Middle
271816,Middle,Middle,Middle
271817,Top,Top,Top
271818,Top,Top,Middle
271820,Top,Top,Middle
271821,Top,Top,Top
271822,Middle,Middle,Middle
271823,Middle,Middle,Middle
271824,Top,Top,Top
271825,Top,Top,Top
271827,Middle,Middle,Middle
271831,Low,Low,Low
271832,Top,Top,Top
271833,Top,Top,Top
271834,Top,Top,Top
271836,Top,Top,Top
271838,Middle,Middle,Middle
271839,Top,Top,Top
271841,Middle,Middle,Middle
271843,Middle,Low,Middle
271844,Top,Top,Top
271845,Middle,Middle,Middle
271846,Low,Middle,Middle
271847,Low,Low,Low
271849,Top,Top,Top
271850,Top,Top,Top
271851,Low,Low,Low
271852,Middle,Middle,Top
271854,Top,Top,Top
271855,Top,Top,Top
271858,Top,Top,Top
271859,Top,Top,Top
271862,Top,Top,Top
271863,Middle,Middle,Top
271866,Top,Top,Top
271867,Top,Top,Top
271868,Middle,Middle,Middle
271870,Middle,Middle,Middle
271872,Top,Middle,Top
271873,Top,Top,Top
271875,Top,Top,Top
271876,Top,Top,Top
271877,Top,Top,Top
271880,Top,Top,Top
271882,Middle,Middle,Middle
271883,Middle,Middle,Middle
271885,Low,Low,Middle
271887,Middle,Middle,Middle
271888,Top,Top,Top
271889,Top,Top,Top
271891,Top,Top,Top
271893,Middle,Low,Middle
271894,Top,Top,Top
271896,Top,Top,Middle
271897,Middle,Middle,Middle
271898,Top,Top,Top
271900,Middle,Middle,Low
271901,Low,Low,Low
271903,Top,Top,Top
271905,Top,Top,Top
271906,Top,Top,Top
271907,Middle,Middle,Middle
271910,Top,Top,Top
271911,Top,Top,Top
271913,Middle,Middle,Top
271914,Middle,Middle,Middle
271915,Middle,Middle,Top
271916,Top,Top,Top
271917,Low,Low,Low
271918,Top,Top,Top
271920,Top,Top,Middle
271922,Middle,Middle,Top
271923,Middle,Middle,Top
271924,Top,Top,Top
271927,Top,Middle,Middle
271928,Middle,Middle,Middle
271929,Middle,Middle,Middle
271932,Middle,Middle,Middle
271935,Top,Top,Top
271936,Middle,Middle,Middle
271937,Top,Top,Top
271940,Top,Top,Top
271942,Top,Top,Top
271943,Top,Top,Top
271944,Top,Top,Top
271945,Top,Top,Top
271947,Middle,Middle,Middle
271948,Middle,Middle,Middle
271950,Top,Top,Top
271951,Top,Top,Top
271952,Top,Top,Top
271954,Middle,Middle,Middle
271955,Middle,Middle,Middle
271957,Top,Top,Middle
271958,Top,Top,Top
271959,Top,Top,Top
271961,Top,Top,Top
271963,Middle,Middle,Top
271964,Top,Top,Top
271965,Top,Top,Top
271966,Top,Top,Middle
271968,Top,Top,Top
271969,Top,Top,Top
271970,Middle,Middle,Middle
271971,Top,Top,Top
271972,Top,Top,Middle
271973,Top,Top,Top
271974,Top,Top,Top
271975,Middle,Middle,Middle
271978,Top,Top,Middle
271981,Top,Top,Top
271982,Top,Top,Top
271985,Top,Top,Top
271986,Top,Top,Middle
271987,Low,Low,Low
271988,Top,Top,Top
271989,Top,Top,Top
271990,Top,Top,Top
271991,Top,Top,Top
271992,Top,Top,Top
271993,Middle,Middle,Middle
271994,Top,Top,Top
271995,Top,Top,Top
272002,Middle,Middle,Middle
272003,Top,Top,Top
272005,Middle,Middle,Middle
272006,Top,Top,Top
272007,Middle,Top,Middle
272009,Top,Top,Top
272010,Middle,Middle,Middle
272016,Middle,Middle,Middle
272017,Middle,Middle,Middle
272018,Top,Top,Top
272019,Top,Top,Top
272020,Middle,Top,Top
272021,Top,Top,Top
272023,Top,Top,Top
272026,Middle,Middle,Middle
272028,Top,Middle,Middle
272029,Top,Top,Top
272030,Middle,Middle,Middle
272031,Top,Top,Middle
272032,Middle,Middle,Top
272035,Middle,Middle,Middle
272037,Top,Top,Top
272038,Top,Middle,Top
272040,Top,Top,Top
272042,Top,Top,Top
272043,Top,Top,Top
272044,Top,Top,Middle
272045,Top,Top,Low
272046,Top,Top,Top
272047,Top,Top,Middle
272048,Top,Top,Top
272049,Middle,Middle,Middle
272050,Top,Top,Middle
272054,Top,Top,Top
272055,Top,Top,Top
272056,Middle,Middle,Middle
272057,Middle,Middle,Middle
272059,Top,Top,Top
272060,Low,Low,Low
272062,Middle,Middle,Top
272063,Middle,Middle,Middle
272067,Top,Top,Top
272069,Top,Top,Top
272070,Top,Top,Top
272071,Middle,Middle,Middle
272074,Middle,Middle,Top
272075,Middle,Middle,Middle
272077,Top,Top,Top
272079,Middle,Middle,Top
272080,Top,Middle,Middle
272081,Top,Top,Top
272086,Top,Top,Top
272088,Top,Top,Top
272091,Middle,Top,Top
272093,Middle,Middle,Middle
272094,Top,Top,Middle
272096,Middle,Middle,Top
272098,Top,Top,Top
272101,Middle,Middle,Middle
272103,Top,Top,Middle
272104,Middle,Middle,Middle
272105,Top,Top,Top
272110,Top,Top,Top
272111,Top,Top,Top
272113,Top,Top,Top
272115,Middle,Middle,Middle
272116,Middle,Middle,Top
272117,Top,Top,Top
272118,Top,Top,Top
272120,Middle,Middle,Low
272121,Middle,Middle,Middle
272122,Top,Top,Top
272124,Top,Top,Middle
272126,Middle,Middle,Middle
272127,Top,Top,Top
272128,Middle,Middle,Middle
272129,Low,Low,Low
272130,Middle,Middle,Middle
272131,Top,Top,Top
272133,Top,Middle,Top
272135,Middle,Middle,Middle
272136,Middle,Middle,Middle
272137,Middle,Top,Middle
272140,Middle,Middle,Middle
272141,Middle,Low,Middle
272142,Top,Top,Top
272143,Top,Top,Top
272144,Top,Top,Top
272145,Top,Top,Top
272147,Middle,Middle,Middle
272148,Middle,Middle,Middle
272149,Middle,Middle,Middle
272151,Middle,Middle,Top
272152,Top,Top,Top
272153,Top,Top,Top
272154,Middle,Middle,Top
272155,Middle,Middle,Middle
272158,Middle,Middle,Middle
272159,Top,Top,Top
272162,Top,Top,Top
272163,Middle,Middle,Top
272165,Top,Top,Top
272168,Middle,Middle,Top
272170,Middle,Middle,Middle
272171,Middle,Middle,Top
272172,Middle,Middle,Low
272173,Middle,Middle,Middle
272174,Top,Top,Top
272177,Middle,Middle,Middle
272181,Top,Top,Top
272183,Middle,Middle,Middle
272186,Top,Top,Top
272187,Middle,Middle,Middle
272188,Top,Top,Top
272189,Top,Top,Top
272190,Top,Top,Top
272191,Middle,Middle,Middle
272192,Top,Top,Top
272193,Middle,Middle,Middle
272194,Middle,Low,Middle
272195,Middle,Middle,Middle
272197,Top,Top,Top
272198,Top,Top,Top
272200,Top,Top,Top
272201,Top,Top,Top
272202,Middle,Middle,Middle
272207,Top,Top,Top
272208,Middle,Top,Top
272209,Top,Top,Top
272210,Middle,Middle,Middle
272212,Top,Top,Top
272217,Top,Top,Top
272219,Middle,Middle,Middle
272221,Middle,Middle,Middle
272222,Middle,Middle,Middle
272223,Top,Top,Top
272225,Top,Top,Top
272228,Top,Top,Top
272229,Middle,Middle,Middle
272230,Top,Top,Top
272231,Middle,Middle,Middle
272232,Top,Top,Top
272233,Middle,Middle,Middle
272237,Top,Top,Top
272238,Top,Top,Top
272241,Top,Top,Top
272242,Top,Top,Top
272243,Top,Top,Middle
272244,Low,Low,Low
272245,Top,Top,Top
272248,Top,Top,Top
272249,Middle,Middle,Middle
272252,Middle,Middle,Middle
272253,Top,Top,Top
272255,Top,Top,Middle
272256,Middle,Top,Middle
272258,Top,Top,Top
272259,Middle,Middle,Middle
272260,Top,Top,Top
272261,Top,Top,Top
272262,Top,Top,Top
272264,Top,Top,Top
272267,Top,Top,Top
272268,Middle,Top,Middle
272269,Middle,Middle,Middle
272271,Middle,Middle,Middle
272274,Top,Middle,Middle
272275,Middle,Top,Top
272277,Top,Top,Top
272278,Low,Low,Low
272279,Top,Top,Top
272280,Top,Middle,Middle
272284,Middle,Middle,Middle
272285,Middle,Middle,Top
272286,Top,Top,Top
272287,Middle,Middle,Middle
272289,Middle,Middle,Middle
272290,Middle,Top,Middle
272292,Top,Top,Low
272295,Middle,Middle,Middle
272297,Top,Top,Top
272299,Top,Top,Top
272300,Top,Top,Top
272301,Top,Top,Middle
272305,Middle,Middle,Middle
272306,Middle,Middle,Middle
272308,Top,Top,Top
272312,Top,Top,Middle
272313,Top,Top,Top
272314,Top,Top,Top
272316,Top,Top,Top
272317,Top,Top,Middle
272318,Middle,Middle,Top
272321,Top,Top,Top
272322,Top,Top,Top
272323,Middle,Middle,Middle
272324,Top,Top,Top
272326,Top,Top,Middle
272327,Middle,Top,Top
272328,Top,Top,Top
272329,Middle,Middle,Middle
272330,Top,Top,Middle
272331,Top,Top,Middle
272336,Top,Top,Top
272337,Top,Top,Top
272338,Middle,Middle,Low
272339,Top,Top,Top
272341,Top,Top,Top
272342,Middle,Middle,Middle
272343,Middle,Middle,Middle
272344,Middle,Middle,Top
272346,Top,Top,Top
272348,Middle,Middle,Top
272349,Top,Top,Top
272350,Middle,Middle,Middle
272352,Middle,Middle,Middle
272353,Top,Top,Top
272354,Middle,Top,Top
272355,Middle,Middle,Middle
272356,Top,Top,Top
272357,Top,Top,Top
272358,Middle,Middle,Top
272359,Top,Top,Top
272362,Top,Top,Top
272363,Top,Top,Top
272364,Top,Top,Top
272365,Top,Middle,Middle
272368,Top,Top,Top
272369,Top,Top,Top
272371,Middle,Middle,Top
272373,Top,Top,Middle
272374,Middle,Middle,Middle
272375,Top,Top,Top
272376,Middle,Middle,Middle
272378,Top,Top,Top
272379,Top,Top,Top
272380,Middle,Middle,Middle
272382,Top,Top,Top
272383,Top,Top,Top
272385,Middle,Middle,Middle
272386,Top,Top,Top
272387,Top,Top,Top
272388,Middle,Middle,Middle
272389,Middle,Middle,Middle
272392,Top,Top,Middle
272393,Top,Top,Top
272395,Top,Top,Top
272396,Top,Top,Top
272399,Top,Top,Top
272400,Top,Top,Top
272401,Middle,Middle,Middle
272402,Top,Top,Middle
272403,Low,Low,Low
272404,Top,Top,Top
272407,Top,Top,Top
272409,Top,Top,Top
272410,Top,Top,Top
272411,Top,Top,Top
272412,Top,Top,Top
272414,Top,Top,Top
272415,Top,Top,Top
272416,Middle,Middle,Middle
272417,Top,Top,Top
272418,Middle,Middle,Top
272420,Top,Top,Top
272423,Top,Top,Top
272424,Top,Top,Top
272425,Top,Top,Top
272426,Top,Top,Top
272427,Middle,Middle,Middle
272428,Top,Top,Top
272430,Middle,Middle,Middle
272431,Middle,Middle,Middle
272433,Top,Top,Top
272434,Middle,Middle,Middle
272435,Middle,Middle,Middle
272436,Middle,Middle,Middle
272437,Top,Top,Top
272438,Top,Top,Top
272440,Top,Top,Top
272441,Top,Middle,Top
272442,Top,Middle,Top
272446,Top,Top,Top
272447,Middle,Middle,Middle
272449,Top,Top,Middle
272450,Middle,Middle,Top
272455,Middle,Middle,Top
272456,Middle,Middle,Low
272457,Middle,Middle,Middle
272459,Middle,Middle,Middle
272461,Middle,Middle,Top
272463,Top,Top,Top
272465,Top,Top,Middle
272467,Middle,Middle,Top
272470,Top,Top,Top
272471,Top,Top,Middle
272472,Middle,Middle,Middle
272473,Middle,Middle,Top
272474,Middle,Top,Middle
272475,Top,Top,Top
272476,Top,Top,Top
272478,Middle,Middle,Middle
272479,Middle,Middle,Middle
272482,Top,Top,Middle
272483,Middle,Middle,Middle
272484,Top,Top,Middle
272485,Top,Top,Top
272487,Top,Top,Top
272488,Top,Top,Top
272489,Middle,Middle,Middle
272493,Top,Top,Top
272494,Low,Low,Middle
272495,Middle,Top,Top
272497,Top,Top,Top
272498,Middle,Middle,Middle
272500,Top,Top,Top
272501,Top,Top,Top
272502,Middle,Top,Top
272503,Middle,Middle,Top
272504,Middle,Middle,Middle
272506,Top,Top,Middle
272508,Top,Top,Middle
272509,Middle,Middle,Middle
272510,Middle,Middle,Middle
272511,Top,Top,Top
272513,Top,Top,Top
272514,Top,Top,Top
272515,Top,Top,Top
272517,Middle,Middle,Middle
272518,Top,Top,Top
272520,Top,Top,Top
272521,Middle,Middle,Middle
272524,Top,Top,Top
272525,Top,Middle,Middle
272526,Top,Top,Top
272528,Top,Top,Top
272529,Top,Top,Middle
272530,Middle,Top,Middle
272532,Top,Top,Middle
272533,Top,Top,Top
272534,Top,Top,Middle
272535,Middle,Middle,Middle
272536,Middle,Middle,Middle
272539,Middle,Middle,Middle
272540,Top,Top,Top
272541,Middle,Middle,Middle
272542,Top,Top,Top
272544,Top,Top,Top
272545,Top,Top,Top
272546,Top,Top,Top
272547,Top,Top,Top
272549,Top,Top,Low
272551,Top,Top,Middle
272554,Middle,Middle,Middle
272555,Top,Top,Top
272556,Top,Top,Top
272557,Middle,Middle,Middle
272558,Middle,Middle,Middle
272559,Top,Top,Top
272561,Top,Middle,Middle
272562,Top,Top,Top
272564,Top,Top,Top
272565,Middle,Middle,Middle
272566,Top,Top,Top
272568,Middle,Middle,Middle
272569,Top,Top,Top
272573,Top,Top,Top
272575,Middle,Middle,Middle
272580,Top,Top,Top
272582,Middle,Middle,Middle
272584,Top,Top,Low
272585,Top,Top,Top
272587,Low,Low,Low
272589,Low,Low,Middle
272590,Top,Top,Top
272591,Top,Top,Top
272592,Top,Top,Top
272593,Top,Top,Top
272594,Top,Top,Top
272595,Middle,Middle,Middle
272596,Top,Top,Middle
272597,Middle,Middle,Middle
272598,Top,Top,Top
272602,Middle,Middle,Middle
272603,Top,Top,Top
272604,Top,Top,Top
272606,Middle,Middle,Middle
272607,Top,Top,Top
272610,Middle,Middle,Top
272613,Middle,Middle,Top
272614,Top,Top,Top
272615,Low,Low,Middle
272617,Top,Middle,Middle
272618,Top,Top,Top
272621,Middle,Middle,Middle
272622,Top,Top,Top
272623,Middle,Middle,Middle
272626,Middle,Middle,Middle
272627,Low,Low,Middle
272629,Middle,Middle,Top
272632,Middle,Middle,Middle
272633,Top,Middle,Middle
272634,Low,Low,Low
272636,Middle,Middle,Middle
272638,Top,Top,Top
272639,Top,Top,Top
272640,Top,Top,Low
272642,Middle,Middle,Middle
272645,Middle,Middle,Top
272648,Top,Top,Top
272649,Middle,Middle,Middle
272650,Middle,Middle,Middle
272652,Top,Top,Top
272653,Middle,Middle,Middle
272654,Top,Top,Top
272655,Low,Low,Middle
272656,Top,Top,Middle
272659,Top,Top,Top
272660,Top,Top,Top
272661,Top,Top,Top
272662,Top,Top,Middle
272663,Low,Low,Low
272664,Top,Top,Top
272665,Top,Top,Top
272666,Top,Top,Top
272667,Top,Top,Middle
272670,Top,Top,Top
272671,Top,Top,Top
272672,Top,Top,Top
272673,Top,Top,Top
272675,Top,Top,Top
272676,Middle,Middle,Top
272678,Top,Top,Top
272679,Top,Top,Top
272680,Middle,Middle,Top
272681,Middle,Middle,Top
272682,Middle,Middle,Middle
272683,Top,Top,Top
272684,Middle,Middle,Middle
272686,Top,Top,Top
272687,Middle,Top,Top
272688,Top,Top,Top
272689,Top,Top,Top
272690,Top,Top,Top
272692,Top,Top,Top
272695,Middle,Middle,Middle
272696,Middle,Middle,Top
272697,Middle,Middle,Middle
272699,Top,Top,Top
272700,Top,Top,Top
272702,Top,Top,Middle
272703,Top,Top,Top
272704,Top,Top,Top
272706,Middle,Middle,Middle
272707,Middle,Middle,Middle
272708,Top,Top,Top
272711,Top,Top,Top
272713,Top,Top,Top
272716,Top,Top,Middle
272717,Middle,Middle,Middle
272718,Top,Top,Top
272719,Middle,Top,Top
272720,Low,Low,Middle
272721,Top,Middle,Top
272722,Middle,Low,Middle
272723,Middle,Middle,Middle
272724,Top,Top,Top
272726,Middle,Middle,Middle
272727,Top,Top,Middle
272728,Middle,Middle,Middle
272729,Top,Top,Top
272730,Top,Top,Top
272731,Top,Top,Top
272735,Top,Top,Top
272736,Middle,Middle,Middle
272738,Top,Top,Top
272739,Top,Middle,Top
272740,Middle,Middle,Top
272741,Top,Top,Top
272742,Top,Top,Middle
272744,Top,Top,Middle
272745,Middle,Middle,Middle
272749,Middle,Middle,Middle
272752,Middle,Middle,Middle
272756,Middle,Middle,Middle
272757,Top,Top,Top
272759,Top,Top,Middle
272760,Middle,Middle,Middle
272761,Middle,Middle,Top
272765,Top,Top,Middle
272766,Middle,Middle,Middle
272767,Top,Top,Middle
272768,Top,Top,Top
272771,Top,Top,Top
272772,Top,Top,Top
272773,Middle,Middle,Middle
272774,Top,Top,Middle
272775,Top,Top,Top
272777,Top,Top,Top
272780,Middle,Middle,Middle
272783,Top,Middle,Middle
272784,Top,Top,Top
272790,Middle,Middle,Middle
272791,Middle,Middle,Top
272794,Top,Middle,Middle
272795,Top,Top,Top
272796,Middle,Middle,Middle
272797,Top,Top,Top
272799,Middle,Middle,Top
272801,Middle,Middle,Top
272802,Top,Top,Top
272803,Top,Top,Top
272804,Middle,Middle,Low
272805,Middle,Middle,Middle
272806,Top,Top,Top
272807,Top,Top,Top
272808,Middle,Middle,Middle
272809,Top,Top,Top
272812,Middle,Middle,Middle
272813,Top,Top,Top
272815,Top,Middle,Middle
272816,Top,Middle,Top
272817,Middle,Middle,Middle
272820,Top,Top,Top
272821,Top,Top,Top
272822,Top,Top,Middle
272823,Middle,Middle,Low
272824,Top,Top,Top
272825,Top,Top,Top
272830,Middle,Middle,Top
272831,Middle,Middle,Middle
272832,Top,Top,Middle
272833,Top,Top,Top
272835,Top,Top,Top
272837,Top,Top,Top
272838,Middle,Middle,Middle
272839,Top,Top,Top
272841,Top,Top,Top
272842,Top,Top,Middle
272843,Middle,Middle,Middle
272844,Middle,Middle,Middle
272846,Top,Top,Top
272847,Top,Top,Top
272848,Middle,Middle,Middle
272849,Middle,Middle,Middle
272852,Top,Top,Middle
272853,Top,Top,Top
272855,Top,Top,Top
272857,Middle,Middle,Top
272858,Top,Top,Top
272860,Middle,Middle,Middle
272861,Middle,Middle,Top
272863,Top,Top,Middle
272864,Middle,Middle,Middle
272865,Middle,Middle,Middle
272869,Top,Top,Top
272870,Low,Low,Middle
272871,Middle,Middle,Top
272874,Top,Middle,Top
272877,Middle,Middle,Middle
272878,Top,Top,Top
272879,Middle,Top,Top
272881,Top,Top,Top
272882,Middle,Middle,Middle
272883,Middle,Middle,Middle
272886,Top,Top,Top
272887,Top,Top,Top
272889,Top,Top,Top
272892,Top,Top,Top
272893,Middle,Middle,Top
272896,Low,Low,Low
272899,Middle,Middle,Top
272900,Top,Top,Top
272902,Middle,Middle,Middle
272904,Middle,Middle,Middle
272905,Middle,Middle,Middle
272906,Top,Low,Low
272907,Low,Low,Low
272908,Middle,Middle,Middle
272910,Top,Top,Top
272911,Middle,Middle,Middle
272912,Top,Top,Top
272913,Middle,Middle,Middle
272915,Top,Middle,Middle
272916,Middle,Middle,Middle
272919,Top,Top,Top
272920,Low,Low,Low
272921,Top,Top,Top
272922,Top,Top,Top
272923,Middle,Middle,Top
272924,Top,Top,Top
272925,Middle,Middle,Middle
272926,Middle,Middle,Middle
272928,Top,Top,Top
272929,Top,Top,Top
272932,Top,Top,Top
272933,Top,Top,Top
272937,Top,Top,Top
272938,Middle,Middle,Middle
272939,Top,Top,Top
272940,Top,Top,Top
272943,Top,Top,Top
272945,Middle,Middle,Top
272948,Top,Top,Top
272949,Top,Middle,Top
272950,Low,Low,Low
272951,Middle,Middle,Middle
272953,Top,Top,Top
272954,Top,Top,Top
272959,Middle,Middle,Middle
272961,Middle,Middle,Middle
272963,Low,Low,Middle
272964,Middle,Middle,Low
272965,Top,Top,Top
272969,Middle,Middle,Low
272970,Top,Top,Top
272972,Middle,Middle,Top
272973,Middle,Middle,Low
272974,Top,Top,Top
272975,Top,Top,Middle
272976,Low,Low,Low
272978,Top,Top,Top
272981,Top,Top,Top
272982,Top,Top,Top
272985,Top,Middle,Top
272986,Middle,Middle,Middle
272987,Top,Middle,Top
272990,Top,Top,Top
272992,Middle,Middle,Top
272993,Top,Top,Top
272995,Middle,Middle,Middle
272996,Top,Top,Top
272997,Middle,Middle,Middle
272998,Top,Top,Top
272999,Top,Top,Top
273004,Middle,Middle,Middle
273005,Middle,Middle,Top
273009,Top,Top,Middle
273010,Low,Low,Low
273011,Middle,Middle,Middle
273012,Top,Top,Top
273014,Top,Top,Top
273015,Top,Top,Middle
273016,Top,Top,Top
273017,Middle,Middle,Top
273019,Middle,Middle,Middle
273020,Top,Top,Top
273023,Top,Top,Top
273025,Top,Top,Top
273026,Top,Top,Top
273027,Top,Top,Top
273029,Top,Top,Top
273030,Top,Top,Top
273031,Top,Top,Top
273032,Middle,Middle,Top
273033,Middle,Middle,Low
273034,Middle,Middle,Top
273035,Middle,Middle,Middle
273036,Middle,Middle,Middle
273037,Middle,Middle,Middle
273038,Top,Middle,Middle
273040,Top,Top,Top
273043,Top,Top,Top
273045,Low,Low,Low
273051,Middle,Middle,Middle
273052,Low,Low,Middle
273053,Middle,Middle,Middle
273056,Middle,Middle,Middle
273058,Top,Top,Middle
273060,Top,Top,Low
273062,Middle,Middle,Middle
273063,Middle,Middle,Middle
273065,Top,Top,Top
273067,Top,Top,Middle
273070,Middle,Middle,Low
273071,Top,Top,Top
273075,Top,Top,Middle
273076,Top,Top,Top
273077,Top,Top,Middle
273080,Middle,Middle,Middle
273081,Top,Top,Middle
273083,Top,Top,Top
273084,Middle,Middle,Middle
273085,Top,Top,Top
273086,Middle,Middle,Middle
273088,Top,Top,Top
273091,Middle,Middle,Middle
273092,Top,Top,Top
273094,Top,Top,Top
273095,Top,Top,Middle
273096,Top,Top,Top
273099,Top,Top,Top
273100,Middle,Middle,Middle
273101,Middle,Middle,Middle
273103,Top,Top,Top
273105,Middle,Middle,Middle
273106,Middle,Middle,Middle
273107,Middle,Middle,Middle
273109,Middle,Middle,Middle
273110,Middle,Middle,Middle
273112,Middle,Middle,Middle
273113,Low,Middle,Middle
273114,Low,Low,Middle
273115,Top,Top,Top
273116,Middle,Middle,Middle
273119,Top,Top,Top
273120,Top,Top,Top
273121,Middle,Middle,Middle
273122,Top,Top,Top
273123,Top,Top,Middle
273124,Middle,Top,Middle
273125,Low,Low,Middle
273127,Top,Top,Middle
273128,Top,Top,Top
273131,Middle,Middle,Middle
273133,Top,Top,Top
273135,Top,Top,Top
273136,Top,Top,Top
273139,Middle,Middle,Low
273140,Top,Top,Top
273141,Middle,Middle,Top
273143,Top,Top,Top
273146,Top,Top,Top
273149,Top,Top,Top
273150,Top,Top,Low
273151,Middle,Middle,Top
273153,Top,Top,Top
273155,Middle,Low,Middle
273156,Top,Top,Top
273157,Top,Top,Top
273160,Top,Middle,Middle
273162,Top,Top,Top
273166,Middle,Middle,Middle
273167,Top,Top,Top
273168,Top,Top,Top
273169,Middle,Top,Top
273170,Top,Top,Top
273171,Top,Top,Top
273172,Top,Top,Top
273173,Middle,Middle,Middle
273174,Top,Top,Middle
273175,Top,Top,Top
273179,Top,Top,Top
273181,Top,Top,Top
273182,Middle,Middle,Middle
273183,Top,Top,Top
273184,Top,Top,Top
273185,Top,Top,Middle
273186,Top,Top,Top
273187,Top,Top,Top
273190,Middle,Low,Middle
273191,Middle,Middle,Middle
273192,Middle,Middle,Middle
273193,Middle,Middle,Middle
273194,Top,Top,Top
273195,Middle,Middle,Low
273197,Middle,Middle,Middle
273198,Top,Top,Top
273199,Top,Top,Top
273201,Middle,Middle,Middle
273202,Middle,Middle,Middle
273203,Middle,Middle,Middle
273205,Middle,Middle,Middle
273207,Middle,Middle,Top
273213,Middle,Middle,Top
273214,Top,Top,Top
273215,Middle,Middle,Top
273216,Middle,Middle,Middle
273217,Middle,Middle,Top
273218,Top,Top,Middle
273219,Middle,Middle,Top
273220,Top,Middle,Top
273221,Top,Top,Top
273222,Middle,Middle,Middle
273223,Top,Top,Top
273224,Middle,Middle,Top
273225,Middle,Middle,Middle
273226,Middle,Middle,Middle
273227,Middle,Middle,Middle
273229,Top,Top,Top
273230,Top,Top,Top
273231,Middle,Middle,Top
273233,Top,Middle,Top
273234,Top,Top,Top
273236,Top,Top,Top
273237,Top,Top,Middle
273238,Middle,Middle,Middle
273239,Middle,Middle,Middle
273240,Middle,Middle,Middle
273242,Top,Top,Top
273243,Middle,Middle,Middle
273247,Top,Top,Middle
273248,Top,Middle,Top
273250,Top,Top,Middle
273251,Top,Top,Top
273254,Top,Top,Middle
273255,Middle,Middle,Middle
273256,Middle,Middle,Low
273257,Top,Top,Top
273258,Top,Top,Top
273261,Low,Low,Low
273262,Middle,Middle,Middle
273263,Middle,Middle,Middle
273264,Top,Top,Top
273265,Middle,Middle,Middle
273266,Top,Top,Middle
273267,Top,Top,Top
273269,Middle,Middle,Middle
273270,Low,Low,Middle
273271,Top,Top,Middle
273273,Low,Low,Middle
273275,Middle,Middle,Middle
273278,Top,Middle,Middle
273279,Top,Top,Middle
273280,Middle,Middle,Middle
273281,Middle,Middle,Middle
273285,Top,Top,Top
273286,Low,Low,Low
273287,Top,Top,Top
273290,Middle,Middle,Top
273292,Top,Top,Top
273293,Top,Top,Middle
273296,Top,Top,Top
273297,Top,Top,Top
273299,Top,Top,Top
273300,Top,Top,Top
273302,Top,Top,Top
273303,Middle,Middle,Middle
273304,Top,Top,Top
273305,Middle,Middle,Middle
273306,Top,Top,Top
273307,Top,Top,Top
273308,Top,Top,Top
273309,Top,Top,Middle
273310,Middle,Middle,Low
273311,Top,Top,Top
273313,Top,Top,Top
273314,Middle,Middle,Middle
273316,Middle,Middle,Low
273317,Middle,Middle,Middle
273318,Top,Top,Top
273319,Top,Top,Top
273322,Top,Middle,Middle
273325,Top,Top,Top
273326,Middle,Middle,Middle
273328,Middle,Middle,Top
273329,Middle,Middle,Middle
273330,Top,Middle,Middle
273331,Top,Top,Middle
273332,Middle,Middle,Middle
273334,Low,Low,Low
273337,Middle,Top,Top
273338,Top,Top,Top
273341,Middle,Middle,Middle
273342,Top,Top,Top
273343,Low,Low,Middle
273344,Middle,Middle,Middle
273346,Middle,Middle,Middle
273347,Top,Top,Top
273350,Top,Top,Top
273351,Middle,Middle,Top
273352,Top,Top,Top
273353,Top,Middle,Middle
273354,Top,Middle,Middle
273355,Middle,Middle,Low
273356,Middle,Middle,Top
273357,Top,Top,Top
273358,Top,Middle,Middle
273359,Top,Top,Top
273360,Top,Top,Top
273361,Middle,Middle,Middle
